line_id,reference,hypothesis
p02-027-01,"would never be jealous again , would even take Larry's advice and","wold never Ge geailous agoun, would guen joie Lowy 0 adie and"
p02-027-02,"look the other way if need be . "" I say ! "" Gavin was looking over her","foo Me olkur wou raced Qe."" J say"" Gewun aca ooking aver Res"
p02-027-03,"shoulder . "" That 's a pretty girl ! "" Gay glanced behind her , "" Isn't she","Btouicler, “Rak a prlly que!” Gay glanced Behunot er, , tanid Ake"
p02-069-00,"Gay , a little puzzled , went through","yey , 4 WALL fRGGOE aL, ALVES Maecceple"
p02-069-01,to the bar . Doc and Lilyan were,40 thee bow Lec aud Ae Lye? 1t0E
p02-069-02,sitting just inside having coffee .,
p02-069-03,""" Come and join us and bring your",“CORIE oe7e (f btt2 Ltd C327 Aang pete
p02-069-05,"Lilyan remonstrated . "" They want to be","A lyon teer7Ott SPCC , OZ Ate! Oo 62"
p02-069-08,tonight so come and join us if you,Keven gl SO Ove A270 Y Cte LF ilo Joe
p02-090-00,The others were all dancing and,Le P#f€ces twece Cele SAM zLAG COAIE
p02-090-01,as Gay drew out a chair and sat,as LF eee eck Ce Cheece 21a 2X
p02-090-02,"down Gavin , without a word , swept","Hocre foewest , BAL OLN Ce tM, SCG OF"
p02-090-03,"Simone on to the floor . "" It doesn't mean","S2e00076 Occ 40 ""Ae flece, ~ 4 pipe? grreceec"
p02-090-04,"anything , "" Gay told herself desperately ,","Preylleceyp 7 “ Jee AMAA LeecSClye Vee G ,"
p02-090-06,view and remembering the advice,JUELO 92907 AE 1271 C007 CLLCA flele SIEVE
p02-090-07,"that Larry had given her , while she","Mine AB Lae” frites At, twhrle fle"
p02-090-08,felt wretched beyond words .,
p02-076-00,Gay thanked him and walked out on to,AQ Roaowkeedct ume Qudc LDOUehOA OK ax Lo
p02-076-01,the terrace thinking that perhaps Gavin,KA ace Hukearg Kat pela GOs
p02-076-02,had bought a drink and taken it outside .,Look Larg+Q dink aud Loken il arhicdk
p02-076-03,"She looked round scanning the tables ,","MER Rorkeect nord ACOA AQ, a dotorag"
p02-076-04,"then caught her breath , a cold hand",Kitt OCH BRA AL L4RO* CG cold Laud
p02-076-05,seeming to clutch her heart . Gavin was,ALARA AIAG AOD Chr dol Kr 2 park GO LON
p02-076-06,seated at a small table in a shadowy,"ALORA OANA A AAUAK Nore 22, 6 AM_ASBOASAY"
p02-076-07,corner talking animatedly to Simone .,"CO ALY fatter 2.0, OLA Lackey Lo ALA OLR |"
p02-076-08,As Gay watched he offered the girl a,Cha Gog MICA CK LA LA Offesed Re rt o
p02-076-09,"cigarette and lit it , his hands cupping","On QE ARR CUA Ld AX, Ah RAawd Cupp lug"
p02-081-00,"Gay stood irresolute for a moment , half",
p02-081-01,decided to go back and join Lilyan and,
p02-081-02,"Doc , while she wanted to do no more than",VOC Deke AXA Aaaxrrlecl {> AG WoO pro Kore
p02-081-03,"run upstairs to her room , knowing that",Pru“ [maton Lo KR 2 ACOH FAA OASAAAQ Rol
p02-081-04,Gavin although he had told her that he,Goss AM Lomgrk Le Lad ferd aa ipak Ls
p02-081-05,"loved her , was already flirting with a girl",AOWRA AR 1 dA4 Ana AL LRA AG AMAL O Quart
p02-081-06,that he had only met a few minutes before .,HOA KA Lod Ake pred ar Yad prrrpereden frelor.
p02-081-08,"but she turned away , giving a little","eur ALA trrrnrd HOO QPAMG, a Lhe"
p02-081-09,"gesture of hopelessness , knowing that her",raves re OX FO Att fetta fe OmnDAsrg Micul LAs
p02-101-00,His behaviour was not only boorish and in the worst of,hb: rh Pr eor war net only Beorvtll and Max worst of
p02-101-01,taste but it was unkind beyond words . She fumbled,rae buf if wat patiadl bey enol werd. (L. fan bh
p02-101-02,with the cigarette packet which lay on the table,pith dle enpareh pected which ay 0 JL. fable
p02-101-03,not wanting to smoke but needing some action,he A manus Hl tuioke | nee Dlg (ows act
p02-101-04,"to help her control her feelings . "" Come and","L, Li Ler con frof li, Joby ""Comne ant"
p02-101-06,"lifeline and Gay got up quickly , mana-","Lf fine aud boy yer a pre$, maha-"
p02-105-00,As he swung her on to the floor Gay saw Gavin,As he Sill ht ova to phe Jloor- bay Saw Giayivr
p02-105-01,and Simone go through the doorway that led,aut Sjuane 9° Srpsugh hae Poured Mba Lhe
p02-105-02,down to the beach . Gay closed her eyes for a,"wn to tbe bal, Gay c losed her Ye for @"
p02-105-03,moment in disgust . She was fully aware that Gavin,prope t i oh. sguct _ She wa July aware Moat layin
p02-105-04,"would make love to the French girl on the sands ,",byou ld pualee love fo fhe CL) girl Ot lle Spaithy
p02-105-05,and no doubt he would come back soon and,Vi 410 doubt dc woul chKMec baclk qs 4/Z LIA
p02-105-06,after Simone had left expect her to accept his,olf Siutne hal LLL Apect her #0 accept by
p02-105-07,kisses on the way back to the hotel .,— Ln Lhe bay Lacle Ar hbze fre fol
p02-109-03,"heart out over ? "" Doc nodded towards the door . "" You","heart out over 2"" Doc necbibal towards the dog _ You"
p02-109-04,"may consider him a man , I would say he was a","mau, no hu a man, i would Say he Was a"
p02-109-06,"weakly , "" you don't know Gavin . "" "" I 've only met him","wea Ky ; you don f Bow Bova, vs lve only met h,"
p02-109-07,today but I think I can safely say that I know,loday Er J Fink l can vk ly SaK hal [ _
p02-109-08,"him a great deal better than you do . """,hm a areul deal Leller than Kou ae.’
p02-115-00,"Doc gave her hand a shake . "" Wake up",Vee Gave her hand a shake. Wake uP
p02-115-01,"Gay , and don't even contemplate throwing","Gay , Md pent GY) Con female row) 9"
p02-115-02,yourself away on a chap like that . You 're a,"yourselE quay On a chee like thal, loave a"
p02-115-03,"fine girl , intelligent , and pretty , and I had","f me girl , intetigent , ang preity , ane 1 had"
p02-115-04,thought you were sensible too . Don't,how ght you were sarsthle foo. Lin's
p02-115-05,make a fool of yourself over someone,WIGHKE 9 foo) of yourself GvCr SOrP7eO17E
p02-115-06,who doesn't care two jots for your feelings .,who Go%n'l Care two 908 fer your fecbng >
p02-115-07,If he behaves like this now what is your,if he be ha ves ke Wu 77OW what 1s our
p02-115-08,married life going to be like ?,Marre jje gorng fo Le tke x
p02-121-00,"Hell . "" Doc answered for her . "" Just Hell . Never able to","MY) do dusweved for Lov, “ fst lle). Never cl {"
p02-121-01,trust him out of your sight and having to put on,Wust bao ouk of Yous sil aud having 40 pul on
p02-127-00,"Gay nodded . "" I know that you 're right Doc , I think","Gay nodded,“ / knore Mak youve reghh bec, / turk"
p02-127-03,"be the same , if you know what I mean . "" "" You sound","he bhe gore, o you haste vchad | wean” Gots pans"
p02-127-05,I 'm glad you 're beginning to see that you 're wasting,
p02-131-00,Now let him go and you won't have to wait,Now let Nm Qe ana you WENT hove to wout
p02-131-01,long for the right man for you to come,loug foe the cralat UAW tec you to come
p02-131-02,along . If I was thirty years younger and weren't,along . \t { was thirty years Younger and weren't
p02-131-03,married to the sweetest wife in the world,married tothe sweetest ute in tbo world
p02-131-04,"I 'd marry you myself . "" Gay laughed , Doc was","id pnanny you uaysely.” Gay laughed, Doe WA"
p02-131-05,so kind and nice and she hoped that one,SO Lind aud mice anal she hoped that ene
p02-131-06,day she would be able to see the situation,doy she would be able to see the atuaqhon
p02-131-07,as it obviously appeared to everyone else .,ag tk obviously appeared to everyone else .
p02-135-00,Doc asked Lilyan to dance and once,‘Dec arheol Skyen to dance anol ane
p02-135-01,again Gay found herself alone at the table,agen — Gor Sunol hers alan ak the fabt
p02-135-02,"feeling self-conscious and awkward , sure that","Gree, AMP - conscious auof aurhwartl , ue Ahk"
p02-135-03,people were talking about the way Gavin,
p02-135-04,was behaving since they had seen them,wuss Aehayins pwice they od eon tow
p02-135-05,dining together . She opened her bag,
p02-135-06,to get out her compact and saw Grace's,got out An compa ancl saw Grace's
p02-135-07,"letter . She drew it out and opened it ,",
p02-135-08,glad to be able to occupy herself .,fact G he ahh Bc cups Aare .
p02-139-00,""" So glad that you are having such a lovely time , dearie , ""","‘Co aad Rat wee ane having puch a Kovels Lume, deaue"
p02-139-02,and have been over to sit with her father and do what,ont Rane heen OV &) ho sit with Ken fodlken ant do wh al
p02-139-03,I can for him so that she can get out to do her shopping .,5 CON fon Rum SO frat phe CON ae oul to do hen shoppers
p02-139-04,He 's getting on well but is pretty helpless still with his,He's aetna on yet bul bw prelly hepten Aube wth
p02-144-01,"and going to marry a foreigner ... ""","and g 0tir4 é, Matty a [ctecgmer a """
p02-144-03,"it back in her bag . Elaine was engaged ,","/b back w her bag ; Obame Was om gaged,"
p02-144-04,to the man she had spent so much time,te the hiity che bacl speet SG much hance
p02-144-05,with at her party . That was why,With al bes puely. T4l war why
p02-144-06,Gavin had come back to her .,ly mei hacl Come bank b& ber
p02-144-07,"Everything was quite clear now , and to","Every ling Was guele clees CW , ond b"
p02-144-08,"her own surprise Gay felt no heartbreak ,","her Cwh SU pprrise bay felt ho heartbreak ,"
p02-144-09,rather a sense of relief now that she,ba thep Qa Sense of tehef How bhel- she
p02-144-10,knew why Gavin had come to see,Kew why Gavin had come lo see
p02-150-06,"understand , knowing that Gay was as much ashamed","Unde rstond , Kn owing Thel Gay Wat ar Mee AS are"
p02-150-07,for Gavin at the way he was behaving as she,for Gown al the Ca x Le Was Bele wag AS She
p02-155-00,""" I made it myself , "" Gay tried to speak",‘| wade if myseay Sow ned to Ypuale
p03-004-00,Diana Wills often sat on the brand,Donnan MWils ofp. sAb en Lie been’
p03-004-01,new seat outside the hospital,
p03-004-02,gates and thought vagrant,
p03-004-03,thoughts . At one time she had,Ten gilts. Ab ene pyre she Wad
p03-004-04,watched the workmen constructing,A bLcoheas\ tLe Le een san sin cling
p03-004-06,to put St. John's Casualty Department,Ao yak a John's Bios Soma | Depart. b
p03-004-07,"out of operation - in theory , at",aP~ | =~ i ep mele _ 7m Wreony y a}
p03-004-08,least . She would think of her-,l\taslL- She Kenla EWiKkK of he -
p03-004-09,self as a stranger in these parts,
p03-009-02,"man of the road his freedom of decision , and",aa ok «=e peek LNs QKecke. eh decision ) rb
p03-009-03,wishing life would sometimes allow serious-minded,hong \Ge weld  cencdduce allan cerece-nated
p03-009-04,women doctors to blow a feather and follow its,WO Wa pe ee ee le Pa Cealles — oe en ‘he
p03-009-05,"airy directions accordingly . "" If I were needing a",
p03-009-06,"job I 'd go to London , of course , "" she went on .","Ss we <2 be London, ol CES Se. . qa uate oo."
p03-012-00,""" There are all sorts of wonder-",‘REBEZ a= awh gocky oh asnnday -
p03-012-01,ful jobs in London and I could,bod ess in Candon AnA Veakck
p03-012-03,one has to know something about fishing,"Cann Nas Le le nowy Sa rabina, aso an"
p03-012-04,and in Liverpool they 'd want sea-farers .,"an Vn law Qae\ Nery ‘oh Use Sea foncers,"
p03-012-05,I don't think I 'd go to Edinburgh un-,\ Qaat® AWic VA ae Le CAInewra\n UW -
p03-012-06,less I was a Scot and wanting to get,"Less Lan a Scot aad tang, Se oyh"
p03-012-07,"home , or perhaps a student studying to",Wom or Cewaps co Qudak wud ‘ae
p03-012-08,"be a doctor , and I already know","SQ & Aocker, ora \ NW readin [reo"
p03-023-00,"She was engaged to Nigel , had been for two years .","She was engagert 10 Nigel, hack been jor Wo Yeats."
p03-023-01,"Sometimes they talked on the theme of "" when we get married "" ,","Sometimes they taliech cn the theme Oo “when we ge maried ""|"
p03-023-02,"and then all was wonderful , and perhaps it had only been",and then all was wenderful ; ancr pemnaps it had ony beer
p03-023-03,"a slip of the tongue when Nigel had said , only last","a Lip of the Tongue. when Nigel had Gad , on fast"
p03-027-02,"word shouted into her very soul a horn of warning , and","wind Mutated tlie Las vray dal a ln of leg , du"
p03-027-03,"with it was coupled a disembodied fragment of information ,",ill it wlio ceuplid q dueeaboodiol payout Gf Wiriahier
p03-027-05,seen in Farlingham on an occasion he had sworn he had,"lr i Fly bad tr an canis le lad wm, lu tah"
p03-027-06,been standing in for Luke Parsons at his surgery in,yolr caudug br qr lake Rates AP [ut furey lu
p03-029-00,Now Nigel had every right to go where he,Nous Neve acl coer rin kone whae he
p03-029-02,when she was not free ; this much they had,"Wher she wos uof free | this vaucl, They Lad"
p03-029-03,conceded one to the other . They rarely,"Coucedad our to He otter, Thay rarely"
p03-029-04,"found they were off duty together , and",found Thay Were off ci Ryethos aud
p03-029-05,the situation would have been intolerable,the shuattoun would Lave San Wrdliad(g
p03-029-07,about their relationship . So when Nigel,axsout thew reloiouslp. Ne wheu Nivel
p03-029-08,had told her about taking Luke's,"Lack told lor about talus, Lulke's"
p03-029-09,"evening surgery she had said ,","Rugaing, Bice pany se ad Saud ,"
p03-033-01,"he shrugged diffidently , "" I like the work . One gets plenty","HE Pouce? DE OINIW,* 71 lhe JHE NOEL. OnE CEXNS f4ENMD"
p03-033-02,"of variety and it 's a change . "" Nigel was the hospital's",OF VAbrETD ANDO ITL A QHWCE. *% Wel WAY The pesPiiae 'S
p03-033-03,"Junior Medical Officer . "" You won't be free about nine , I","Swe Impitne oFFfCER. “Joan WONT & Feet SBT WE, |"
p03-033-04,"suppose , to meet me for supper somewhere ? "" she had","(ROE, I> WET me Re quppeeR pwenteoe 2° Ste"
p03-040-00,""" Hardly likely , my sweet . Luke's surgery goes on for",Huvly Weely jy sweet. Luke's “av aery ees 04 fr
p03-040-01,"hours . If they get in before eight-thirty , even","buys . K they a NA before erat aah, LULU"
p03-040-02,"though they 're standing on one another's toes ,","Yrourl Wass ve stan deny OW One aotrey '< es,"
p03-040-04,"I 'll give you a ring , O.K. ? "" O.K. , "" she had",Ul ve you ty 02K OK. she Lad
p03-040-05,replied readily . So how could Nigel have,"jepured readily, C. bow could Mice lave"
p03-040-06,"been at the Load of Trouble roadhouse ,","beth at the re. of vouble voad louse ,"
p03-047-00,""" No , "" she told Phil Gubbins , a junior","Me, ae Sold (lat Golltina , a Guccior"
p03-047-02,"my lad . "" "" It was Nigel's car , anyway .",
p03-047-03,"NUF 121 . "" "" He probably loaned his car","WU F 14.” , protatly Anene Ai Car"
p03-047-04,"to somebody , Phil . He 's always doing that . ""","hie pometody , Vhil. He 7 alway? Godg Pas“"
p03-047-05,"Young Gubbins shrugged . "" I didn't see his","Youcreg Jill tee alirugged _, Vel 4 00 Ae;"
p03-047-06,"face , Di , but it certainly looked like","face , tt , hah ch cortiuil Moki the"
p03-047-07,Nigel from the back . D.j. and all .,"Minh from Me Aacke , 2. tat all"
p03-047-08,Of course such as I couldn't afford,LL couse uct a YT Cella? 2flerr
p03-047-09,"to go into the Load of Trouble . """,Me 90 ate Ke doa of Lyoule.’
p03-069-00,But after that slight slip of the tongue on Nigel's part she had,Gat oltec 4hed align dip of fee tongue on Lil's pest dee Lock
p03-069-01,"realised it was important enough for her to have remembered , and it","fakiced t unc impor rk enough lor los to lave remunlesed, andl “uF"
p03-069-02,was as though a red mist veiled her usually clear sight and,WAL GS ‘hough a ced wist verGl Cus usually chaos wld ona
p03-069-03,made her think there was an abyss immediately ahead .,miocle Las Kinki thease Uns an alsycs imnreclare4 olrecd |
p03-069-04,""" Nigel , "" she had besought him , "" you know that evening","“igh cl Lack LesoughA Lada, you Lear Shcoll eg"
p03-069-05,you took Luke Parson's surgery and there was a woman,"yu ton. Lala sson's Saws, anch Hose war a LWoonen"
p03-069-06,"with a cyst on her ear ... ? """,LS AL. a cast an lus eas 0
p03-072-00,""" 5Ye-es ? "" he lowered his eyes and kissed her on the","5 Ye-es zu"" he Qooercd Wis Ces amc Wissed her mn the"
p03-072-01,"mouth , an act of devotion he didn't over-indulge .",Maukh | dm act o\ dwolion he didlm’ t Boer — on dle
p03-072-02,""" What about it , my sweet ? "" "" Well , "" she laughed",“Ihok abok i (Sau Sesecd 2 Welt” she Dansredk
p03-072-03,"suddenly in an upsurging of relief , "" that stupid","Sudden Lu. in gam UP Steegima, o\ rich \ * Chak Shp h"
p03-072-04,Gubbins boy thought he saw you at the Load of Trouble .,Gubbins Dd Yhouatt he SQM eae ak the dood a Troe fe -
p03-072-05,"With a blonde , too . Imagine ! "" Nigel was frowning . He","Will a bderde , boo . Imagine i Mak (as Loum . He"
p03-072-06,looked distinguished when he frowned ; boyishly,Yoobed di shoragueshedk When he \paomed | Sayishhy
p03-080-01,Though Diana knew the name of every,"Vi Ava, 4 La 2 hor ee 4 he re Cr 2 wy"
p03-080-02,"member of the staff , distinguished or not ,",
p03-080-03,Nigel often had to think hard to sort,"Ae gem ofre-, L3a2eC” 2 LL Lever GB Cre"
p03-080-05,"he now demanded . "" What was he",
p03-121-01,at this time of year ? I can't ask you up because it 's,a this time f yen - lcan't ask You'p lequse iS
p03-121-03,"don't keep hinting , then . You wish you could","on + Loe p hiahey , thin. Yn with Ov coulof"
p03-121-04,come with me ; you hope I 'll miss you ; you,"rome Wnty YVR ee lop & ""(I miss Wor j Yu"
p03-121-05,can't imagine the hospital without me for,can't Imanine the hespial without mt fol
p03-135-00,"Her figure was small and exquisite , like a schoolgirl's still , and","Her fyguie Mis irri a CNN, Mike 0 Mon S weil, one"
p03-135-01,"he admired her legs , which the male sex were inclined to","le Gm 17 ly, obi Hit mae Wx pre stbiitd 70"
p03-135-02,"regard first . "" I would mind if you didn't "" he told her","/eqord fue . 1 YU nue Va you ir"" fe fil! 7b)"
p03-135-03,"grimly , and tugged her fiercely into his arms . "" You 're",any On! Nygye/ fer fray we tar tnfne. “Mw (€
p03-135-04,"right , pet . I do need this leave . I 'm bad-tempered and","(yglet , [abt 1b (Ud as (NC. 1) Li- trh! w"
p03-135-05,broody and going out with brash blondes . I don't deserve,L100dy LL for Gd iW) dit bbls. / drt hkl
p03-142-01,make all the waiting worth while . When we 're,Molo oll the Wwerhly veottlr Uohile When use re
p03-142-02,"married we won't have these explosions of emotion ,",warned we wout Yave thage explasous af erokeuy
p03-142-03,"will we ? "" "" No , "" he eyed her strangely . "" I wish we","will we o- ho"" he ayedl ber Sra upe ly. ""1 wo px"
p03-142-04,"were married , Di . Like a patient wishes his operation","wee Wamed, Di, Lile a heat woter Wr qpere Rou"
p03-142-05,"was over . "" Again her laughter trilled . "" Marriage","wes over."" Appi lait uplder Alloa! . | Mar nap"
p03-142-06,"isn't as bad as an operation , Nigel ! """,But as Gd of au qperobor ine
p03-151-02,that particular problem isn't looming at,Hef prbevlar plotters iso t (Dovway ad
p03-151-03,"the moment , thank God ! "" Problem ... ?",he mowent Monk God!” Froblan... ¢
p03-151-04,"looming ... ? "" Are we discussing a marriage",Loowning ...% “Ace U2 Ais ussure a maar rane
p03-151-06,"he could be serious . "" Surely marrying",Le Covlol Le G@r/ovs Surely re tly inp
p03-151-07,me isn't going to be all that bad ?,me isn’d perry to be ail “ak baer <
p03-158-01,"your ring back . "" She loosened the half-hoop of",your nm back. Sm |oosevta fe hau - hop of
p03-158-02,diamonds on her left hand third finger and held it,hiQmouaS ou ver yf avd  fpnira Pinger aud tla i
p03-158-03,"out to him , still playfully . Without a glimmer","Dupe 0 Ua, Shi play Jotly, Withiut a jumumer"
p03-158-04,"of amusement in his own eyes , however , he took","‘| amusement ilu WS OWu bYyts , Newever, he tool"
p03-158-05,"it , looking moodily beyond her . "" Perhaps it 's as","t, 100 md Meomily wegerd Ver. © Ferhaps IS as"
p03-158-06,"well if you don't wear it for a bit , Di , "" he","Well i"" you ath’? Wear it fl a bit, pi, ""he"
p03-163-04,"about serious things like engagements . """,
p03-163-05,""" Don't be such a baby ! "" They were going",“ Oem'> Ne DUM oO Brotey «” Uo Wst own
p03-173-00,"Almost in desperation she appealed , "" Will you meet","Aiwro sh in oles pea Avon Sle ap? ea lool , . Wy U Wov meet"
p03-173-01,"me at the gate , four o'clock tomorrow ? "" "" Why ? "" he",WR ak Lhe Ope | Gur oclock 7 cess ts ee “Whey 2° he
p03-173-04,"he told her , and suddenly seized her in an embrace",AR tlh lags Ona Seatele wy Seize Leas nan ewbucoe
p03-173-05,"which really hurt . "" Without your ring it 's just like",Whack realy hut. “Widtteud Wove aig v4's \ust Ca en
p03-173-07,"and kissed her again , somewhat startled to","Ono lissed los AAr ir, Somewhat SteAL A be"
p03-181-01,"what you 'd get , "" she flashed at him , and","What You oS Get, “ che tloshedl of Livres, etd"
p03-181-02,"so had left him , on her dignity and not",SO hak Lekt Vey C4 Ber Sign ky Owns Lok
p03-181-03,seeing the look of admiration and revelation,"Seerep the look of Osi) (te Prior, Cel L€CC/0 poe,"
p03-181-04,which had followed her slim young figure,Whe cla hod ~clYowed er SLI tes yews figure
p03-181-07,then regarded the ring which he retrieved,V thew ORar ved He (yey Wwieh fe rehieved
p03-181-09,with some bitterness .,Willy sve27e Oi POF UESS
p03-185-00,Thus had they parted the previous evening and now,thus haa Frew Pavied tlhe previous evening aud you
p03-185-01,Diana was trailing up the gravelled drive to the hospital,Diang was trailian up the arau led Avive de He Ls sett |
p03-185-02,alone . Of course one couldn't say for certain when a,alone . Of Couvse «ove couldu't say for cevtuin whe~ a
p03-185-03,doctor would be free during the day ; tea was served,hoc how w eulal be [ree uv ha the dug tea was Ser vee
p03-185-04,from four until five-thirty in the residents' common-,fro four uwhl Ave-thivly in the residents’ coumon-
p03-185-05,"room , which proved the elasticity of medical commitments .","(00m, Why proved the eas Aeidy of Ue dical commitrerte |"
p03-185-06,"Something had cropped up which required Nigel's attention ,",eras coopped up wdbyAn neg wined! Mel's a Horton |
p03-189-00,Sentence Database P03-189,ee ae Da batase [?O3- 189
p03-189-01,"They often had such a rendezvous , for","[Kacey af ferr io oe fen olegepaccy, fer"
p03-189-02,"there was just time to smoke a cigarette ,","bhi 7002 fek Ane foe amotee a cigarette,"
p03-189-03,"if one walked slowly , between road and","yg Ave phalhel Abervtey, behroetrr oad ae:"
p06-030-02,words . ' I wonder you dared trust,
p06-030-04,' Well ! At least I know the truth .,
p06-030-08,you are satisfied . ',
p06-042-00,"And as he spoke , the thought","Aud a be phe, fle flv g (A"
p06-042-03,vulsion that was homicidal .,Yorbat— thet vrasfyerocidel
p06-042-05,tied . He dare not precipitate,
p06-042-06,what might well be another,
p06-042-09,"mantle , and said with such","Lravrtee, Aud CAatH wrt zeecl"
p06-047-00,' I will leave you the necessary pre-,J rll Leave yor Pile Cossary per -
p06-047-05,his fountain-pen from his,
p06-047-07,"his # prescription pad , and","on [ELE pore Scrip Fon Ad, wl"
p06-047-08,"# scribble on it . Then ,","ee ee ee Ae ee The. ,"
p06-047-09,"with a gesture she knew so well ,","bh a _getnre dhe knew 70 toll,"
p06-047-10,he tore off the leaflet and,fac fore off He Cea ft a ol
p06-052-01,with a deadly finality . Watching,
p06-052-02,"him go , unable to speak , she","Aum 90, unable to ypreatk , rhe"
p06-052-03,felt that part of her was leaving,
p06-052-04,him . She couldn't hate him ...,££. 4. aed. 424 Ze
p06-052-07,nation . Now there was no-,"ta@eea== flee, Poa ae el Me «"
p06-052-08,thing - not even friendship .,"= — coF cree, frrenots Lyo"
p06-058-00,She went back to Philip . But,
p06-058-01,all she could hear were Nicholas's,Al aha calli hewn were Mike.‘
p06-058-04,Love . She revolted against,tee Ae vette of AJ An 4
p06-058-05,"the word . Nicholas , Philip ...","fhe woo-rol |b hola, fea Lip..."
p06-058-06,"where was happiness , or",
p06-058-07,peace of mind ? Philip put out,[Peace of fre al ? Uhslags poet vo
p06-058-08,a hand and grasped hers .,
p06-058-09,He needed her . She would find,
p06-058-10,solace in that fact at least .,Delta ce te Plead fact at Caf
p06-069-00,She had her truth . How much had built,Shee lad bes truth. treolracl Crh belt
p06-069-01,"up from that first ideal , and how",
p06-069-05,"hell lying there , knowing she was",
p06-069-08,said instinctively : ' I told him,QA lecstin ch el: Cel bea
p06-069-09,I knew he was responsible for,"je head va, iatppan> hed Pans"
p06-088-00,Her eyes darkened in torment . ' Are,
p06-088-02,"' Good heavens , darling , why on earth","‘Good daavens, Aa, wl, bn 2atl"
p06-088-04,"her word . There was enough evidence ,","P Fae [Lave Ure, Lerowgh evidence ,"
p06-088-05,no matter how one might want to,ta 0 tas ale. lier one neylt wat be
p06-088-07,touched him after the cold wind,bornclod Lis affes tte cold load
p06-088-08,of suspense . ' It will be interesting,tp Perprenae. “[urtl be liherede
p06-096-04,will matter most . ' Strange how just,"pill mates merd.' fprape hor a,"
p06-096-05,then Philip was so certain that Nicholas,"fle. Wil, pra,o0 wctr~ Hat Niholes"
p06-096-06,would never betray him . He loved,
p06-096-07,Sandra too deeply to ruin her,
p06-096-08,future happiness . Had ever circum-,
p06-104-00,He was better ; he had made a,"Ke we, hethes. Li back made a"
p06-104-01,miraculous recovery and Sandra would,Vit ant tsa dries recovery ond Me.clsa yrorxlof
p06-104-02,"soon be his wife . The Devil , he thought ,",
p06-104-03,certainly looked after his own .,"Corte. ty Corked af tes to, ecacnaae."
p06-104-04,Something in Sandra's attitude struck,Some Hera Seal ca's abrcle Hack
p06-104-08,"patronizing word , ' she replied . ' I despise","pation ae cow, phe rebel, Lleyn"
