line_id,reference,hypothesis
p03-135-04,"right , pet . I do need this leave . I 'm bad-tempered and","night , pet . I do need this leave . I'm bad-tempered and"
p03-135-05,broody and going out with brash blondes . I don't deserve,broady and going out with brash blondies . I don't deserve
p03-142-01,make all the waiting worth while . When we 're,make all the waiting worth while . When we're
p03-142-02,"married we won't have these explosions of emotion ,","married we won't have these explosions of emotion ,"
p03-142-03,"will we ? "" "" No , "" he eyed her strangely . "" I wish we","will we ? "" "" No , "" he eyed her strangely . "" I wish we"
p03-142-04,"were married , Di . Like a patient wishes his operation","were married , Di . Like a patient wishes his operation"
p03-142-05,"was over . "" Again her laughter trilled . "" Marriage","was over . "" Again her laughter trilled . "" Marriage"
p03-142-06,"isn't as bad as an operation , Nigel ! ""","But as bad as an operation , Nigel !"
p03-151-02,that particular problem isn't looming at,that particular problems isn't looming at
p03-151-03,"the moment , thank God ! "" Problem ... ?","the moment , thank God ! "" Problem ... ?"
p03-151-04,"looming ... ? "" Are we discussing a marriage","looming ... ? "" Are we discussing a marriage"
p03-151-06,"he could be serious . "" Surely marrying","he could be serious . "" Surely marrying"
p03-151-07,me isn't going to be all that bad ?,me isn't going to be all that bad ?
p03-158-01,"your ring back . "" She loosened the half-hoop of","your ring back . "" She loosened the half-hoop of"
p03-158-02,diamonds on her left hand third finger and held it,diamonds on her left hand third finger and held it
p03-158-03,"out to him , still playfully . Without a glimmer","out to him , still playfully . Without a glimmer"
p03-158-04,"of amusement in his own eyes , however , he took","of amusement in his own eyes , however , he took"
p03-158-05,"it , looking moodily beyond her . "" Perhaps it 's as","it , looking mooding beyond her . "" Perhaps it's as"
p03-158-06,"well if you don't wear it for a bit , Di , "" he","well if you don't wear it for a bit , Di , "" he"
p03-163-04,"about serious things like engagements . ""","about serious things like engagements . """
p03-163-05,""" Don't be such a baby ! "" They were going",""" Don't be such a baby ! "" They were going"
p03-173-00,"Almost in desperation she appealed , "" Will you meet","Almost in desperation she appealed , "" Will you meet"
p03-173-01,"me at the gate , four o'clock tomorrow ? "" "" Why ? "" he","me at the gate , four d'clock tomorrow ? "" "" Why ? "" he"
p03-173-04,"he told her , and suddenly seized her in an embrace","he told her , and suddenly seized her in an embrace"
p03-173-05,"which really hurt . "" Without your ring it 's just like","which really hurt . "" Without your ring it's just like"
p03-173-07,"and kissed her again , somewhat startled to","and kissed her again , somewhat startled to"
p03-181-01,"what you 'd get , "" she flashed at him , and","what you'd get , "" she flashed at him , and"
p03-181-02,"so had left him , on her dignity and not","so had left him , on her dignity and not"
p03-181-03,seeing the look of admiration and revelation,seeing the look of admiration and revelation
p03-181-04,which had followed her slim young figure,which had followed her slim young figure
p03-181-07,then regarded the ring which he retrieved,Attken regarded the ring which he retrieved
p03-181-09,with some bitterness .,with some bitterness .
p03-185-00,Thus had they parted the previous evening and now,Thus had they parted the previous evening and now
p03-185-01,Diana was trailing up the gravelled drive to the hospital,Diana was trailing up the gravelled drive to the hospital
p03-185-02,alone . Of course one couldn't say for certain when a,alone . Of course one couldn't say for certain when a
p03-185-03,doctor would be free during the day ; tea was served,doctor would be free during the day ; tea was served
p03-185-04,from four until five-thirty in the residents' common-,from four until five-thirty in the residents' common-
p03-185-05,"room , which proved the elasticity of medical commitments .","room , which proved the elasticity of medical commitments ."
p03-185-06,"Something had cropped up which required Nigel's attention ,","Something had cropped up which required Nigel's attention ,"
p03-189-00,Sentence Database P03-189,instance Database # # P. 3-189
p03-189-01,"They often had such a rendezvous , for","They often had such a remologacies , for"
p03-189-02,"there was just time to smoke a cigarette ,",there was just time to smoke a cigarette
p03-189-03,"if one walked slowly , between road and","if one walked slowly , between road and"
p06-030-02,words . ' I wonder you dared trust,"words . "" I wonder you dared trust"
p06-030-04,' Well ! At least I know the truth .,Well . ' At least I know the truth
p06-030-08,you are satisfied . ',"you are rats "" pedal ."
p06-042-00,"And as he spoke , the thought","And as he spoke , the thought"
p06-042-03,vulsion that was homicidal .,vordation that was homicidal .
p06-042-05,tied . He dare not precipitate,tied . The dare not precipitate
p06-042-06,what might well be another,what might well be an other
p06-042-09,"mantle , and said with such","mantle , and said with such"
p06-047-00,' I will leave you the necessary pre-,I will leave you there cessory pre-
p06-047-05,his fountain-pen from his,his fountain-pen from his
p06-047-07,"his # prescription pad , and","his # # # if pressure script on paid , and"
p06-047-08,"# scribble on it . Then ,","still # trouble on it . Then ,"
p06-047-09,"with a gesture she knew so well ,","with a gesture she knew so well ,"
p06-047-10,he tore off the leaflet and,the tone off the leaflet and
p06-052-01,with a deadly finality . Watching,with a deadly finality . Watching
p06-052-02,"him go , unable to speak , she","him go , unable to speak , she"
p06-052-03,felt that part of her was leaving,felt that part of her was leaving
p06-052-04,him . She couldn't hate him ...,him . She couldn't hate him ... .
p06-052-07,nation . Now there was no-,nation . Now there was no-
p06-052-08,thing - not even friendship .,thing - not even friendship .
p06-058-00,She went back to Philip . But,the went back to Philip . But
p06-058-01,all she could hear were Nicholas's,all she could hear were Nicholas's
p06-058-04,Love . She revolted against,dove . She revolted against
p06-058-05,"the word . Nicholas , Philip ...","the word . Nicholas , Philip . """
p06-058-06,"where was happiness , or","where was happiness , or"
p06-058-07,peace of mind ? Philip put out,peace of mind ? Philip put out
p06-058-08,a hand and grasped hers .,a hand and grasped her .
p06-058-09,He needed her . She would find,He needed her . She would find
p06-058-10,solace in that fact at least .,volume in that fact at least .
p06-069-00,She had her truth . How much had built,She had best with . Horsemuch had built
p06-069-01,"up from that first ideal , and how","up from that first ideal , and how"
p06-069-05,"hell lying there , knowing she was","hell laying there , known , she was"
p06-069-08,said instinctively : ' I told him,"said unsort inatively : "" It told him"
p06-069-09,I knew he was responsible for,I knew he gives responsible for
p06-088-00,Her eyes darkened in torment . ' Are,Hereyes darkened in torment . Are
p06-088-02,"' Good heavens , darling , why on earth","Good heavens , darling , why one earth"
p06-088-04,"her word . There was enough evidence ,","her word . There was enough evidence ,"
p06-088-05,no matter how one might want to,in a matter how one might want to
p06-088-07,touched him after the cold wind,touched him after the cold wind
p06-088-08,of suspense . ' It will be interesting,"of suspense . "" It will be interesting"
p06-096-04,will matter most . ' Strange how just,will matter most . ' Strange how just
p06-096-05,then Philip was so certain that Nicholas,then Philip was so certain that Nicholas
p06-096-06,would never betray him . He loved,would never betray him . He loved
p06-096-07,Sandra too deeply to ruin her,Sandra too too deeply to ruin her
p06-096-08,future happiness . Had ever circum-,future happiness . Had ever Sir cum-
p06-104-00,He was better ; he had made a,He was better ; he had made a
p06-104-01,miraculous recovery and Sandra would,moreculosis recovery and Sandra would
p06-104-02,"soon be his wife . The Devil , he thought ,","soon being wife . The Devil , he thought ,"
p06-104-03,certainly looked after his own .,certainly looked after his own
p06-104-04,Something in Sandra's attitude struck,Something in Sandra's attitude struck
p06-104-08,"patronizing word , ' she replied . ' I despise",patronizing word ; she replied . ' Ideppite
